,nombre_reviwer,calificacion,tiempo,fecha_de_extraccion,fecha_del_comentario,hora,comentario,calidad_del_reviewer,id_local,pais,ciudad,sentimiento
310,Vanessa Gomez, 5 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,Muy buena atención. Me pusieron música toda la que quise. Me gustó mucho,Local Guide ・43 opiniones,"@6.2093951,-75.5876859",,,
311,Diego Agudelo, 4 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,EL ambiente es muy bueno y generalmente los viernes y sábados hay banda en vivo o algún evento,Local Guide ・66 opiniones,"@6.2093951,-75.5876859",,,
312,Jonathan Lopez, 4 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,Un muy buen sitio para escuchar buena música de ambiente calmado y especial para compartir un rato agradable con los amigos,Local Guide ・170 opiniones,"@6.2093951,-75.5876859",,,
313,Mateo lopez, 5 estrellas ,un año atrás,2021-05-02 22:15:13.455619,2020-05-02 22:15:13.455619,,"Exelente servicio, hay lugar para parquear también hay un acopio de taxis al frente, buen lugar para escuchar rock suave además de eso tiene mesas al aire libre y te llevan todo lo que pidas hasta la mesa a una cuadra del parque poblado.",Local Guide ・26 opiniones,"@6.2093951,-75.5876859",,,
314,Madeleine Angelica Ruiz Molina, 4 estrellas ,hace 6 meses,2021-05-02 22:15:13.455619,2020-11-02 22:15:13.455619,,"Es informal, agradable para ir solo, en pareja o con amigos, sirven bebidas con licor, sin licor, café y pizza. La ambientación no tiene un estilo definido pero es un poco rústico. Ponen música rock, clásica, de géneros variados, el volúmen te permite conversar. La atención es buena.",Local Guide ・10 opiniones,"@6.2093951,-75.5876859",,,
315,Paola Andrea Echeverry Garro, 4 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,"Es un lugar de ambiente rústico, bohemio donde puedes disfrutar de banda en vivo que evoca los años dorados del buen rock. Excelente atención y ubicación.",Local Guide ・3 opiniones,"@6.2093951,-75.5876859",,,
316,Io M Val, 5 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,"Delicioso, si te gusta el Rock, un buen ambiente y un buen Cafe y unos deliciosos Nachos debes ir!",Local Guide ・62 opiniones,"@6.2093951,-75.5876859",,,
317,Daniel Agudelo Gonzalez, 4 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,"Muy bien bar, muy buena musica",Local Guide ・28 opiniones,"@6.2093951,-75.5876859",,,
318,Jennifer Bergaño, 4 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,"La atención es excelente, muy buen lugar para tomarse un coctel o cerveza escuchando rock",Local Guide ・61 opiniones,"@6.2093951,-75.5876859",,,
319,Jessie Juliette, 5 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,"Simplemente genial, amo la música que ponen allí y las bandas en vivo los sábados.",Local Guide ・16 opiniones,"@6.2093951,-75.5876859",,,
320,Daniel Florez Ospina, 4 estrellas ,un año atrás,2021-05-02 22:15:13.455619,2020-05-02 22:15:13.455619,,Las narguilas son un interesante adicional y es muy comodo,Local Guide ・69 opiniones,"@6.2093951,-75.5876859",,,
321,David Alejandro Burgos Rodas, 5 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,Muy buena música,Local Guide ・44 opiniones,"@6.2093951,-75.5876859",,,
322,K, 5 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,"Un sitio agradable, buena música, excelente atención, los nachos y la salsa de la casa son re-deliciosos.",Local Guide ・68 opiniones,"@6.2093951,-75.5876859",,,
323,Gustavo Ortiz, 5 estrellas ,3 años atrás,2021-05-02 22:15:13.455619,2018-05-02 22:15:13.455619,,Un lugar perfecto para escuchar buena musica y compartir con los amigos,Local Guide ・41 opiniones,"@6.2093951,-75.5876859",,,
324,Roman Gonzalez, 5 estrellas ,un año atrás,2021-05-02 22:15:13.455619,2020-05-02 22:15:13.455619,,Viernes de vinilo con dj romantik,1 opinión,"@6.2093951,-75.5876859",,,
325,Mauricio Rodriguez, 5 estrellas ,un año atrás,2021-05-02 22:15:13.455619,2020-05-02 22:15:13.455619,,Excelente banda en vivo.,Local Guide ・190 opiniones,"@6.2093951,-75.5876859",,,
326,Leider J. Martinez, 5 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,"La música es bastante buena (para los amantes del rock), es un lugar cómodo y acogedor.",Local Guide ・35 opiniones,"@6.2093951,-75.5876859",,,
327,Juan Esteban Tabares, 4 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,Tradición y Rock en un pequeño sitio donde conversar cómodamente con una agradable banda sonora que pasa de los 80s a los 90s con piezas seleccionadas por un conocedor de su público.,Local Guide ・42 opiniones,"@6.2093951,-75.5876859",,,
328,Catalina Velasco, 5 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,"Buena música para los amantes del rock, un lugar para compartir, tomarse unos buenos tragos y disfrutar",7 opiniones,"@6.2093951,-75.5876859",,,
329,Claudia Valencia, 5 estrellas ,2 años atrás,2021-05-02 22:15:13.455619,2019-05-02 22:15:13.455619,,"Es un sitio muy agradable, buena musica, también hay sesiones de rock de los 80s y 90s en vivo ¡ recomedado!",,"@6.2093951,-75.5876859",,,
330,Alvarez Villa Emilly Tatiana, 5 estrellas ,hace un mes,2021-05-02 22:16:03.274871,2021-04-02 22:16:03.274871,,"Muy buen lugar, venden una sangría deliciosa y la música es genial. Un ambiente muy agradable y la atención es muy buena.",Local Guide ・124 opiniones,"@6.2091396,-75.5849549",,,
331,Jair Pugliese Camargo, 4 estrellas ,hace 6 meses,2021-05-02 22:16:03.274871,2020-11-02 22:16:03.274871,,"Buena música, buena atención, buen lugar para pasarlo bien y disfrutar de unos tragos. ¡Totalmente recomendable!",Local Guide ・23 opiniones,"@6.2091396,-75.5849549",,,
332,Andres Palacio Perez, 4 estrellas ,3 semanas atrás,2021-05-02 22:16:03.274871,2021-04-11 22:16:03.274871,,"Un lugar de ambiente para disfrutar en pareja o con amigos, muy bien ubicado y con precios muy cómodos... Un lugar de tradición",Local Guide ・20 opiniones,"@6.2091396,-75.5849549",,,
333,David Buelvas, 5 estrellas ,hace un mes,2021-05-02 22:16:03.274871,2021-04-02 22:16:03.274871,,"Excelente opción para tomarse unos tragos en horas de la noche , muy buen servicio",Local Guide ・20 opiniones,"@6.2091396,-75.5849549",,,
334,Pablo Ross, 5 estrellas ,hace 4 meses,2021-05-02 22:16:03.274871,2021-01-02 22:16:03.274871,,"El lugar está ubicado en una zona bastante segura de la ciudad, tiene un público objetivo friendly, además del buen servicio. Es un establecimiento para tomarte una cerveza o un coctel con la pareja o amigos.
El espacio es chico al aire libre así que queda recomendado 👍",Local Guide ・62 opiniones,"@6.2091396,-75.5849549",,,
335,Oz Gil, 5 estrellas ,hace 3 meses,2021-05-02 22:16:03.274871,2021-02-02 22:16:03.274871,,"Los mojitos son ricos, es el sitio de encuentro gay de Medellin para calentar antes de la fiesta.",Local Guide ・43 opiniones,"@6.2091396,-75.5849549",,,
336,Jean Ramirez, 4 estrellas ,hace 2 meses,2021-05-02 22:16:03.274871,2021-03-02 22:16:03.274871,,Súper buena atención y buena música,Local Guide ・25 opiniones,"@6.2091396,-75.5849549",,,
337,Dennis alvarez rivera, 5 estrellas ,hace un mes,2021-05-02 22:16:03.274871,2021-04-02 22:16:03.274871,,"Parche con amigos, un bar para escuchar buena música y tomar alguna bebida  ☝️",Local Guide ・33 opiniones,"@6.2091396,-75.5849549",,,
338,Samuel Marin, 5 estrellas ,hace un mes,2021-05-02 22:16:03.274871,2021-04-02 22:16:03.274871,,"Un agradable lugar, excelente música excelente atencion",30 opiniones,"@6.2091396,-75.5849549",,,
339,Carlos Londoño, 1 estrella ,hace un mes,2021-05-02 22:16:03.274871,2021-04-02 22:16:03.274871,,Para tomar algo y seguir la fiesta lastima que cierren temprano,Local Guide ・121 opiniones,"@6.2091396,-75.5849549",,,
340,Daniel Morillo, 4 estrellas ,hace 5 meses,2021-05-02 22:16:03.274871,2020-12-02 22:16:03.274871,,Un poco costoso. Pero está en buena zona,14 opiniones,"@6.2091396,-75.5849549",,,
341,Vidal Saez, 5 estrellas ,hace 7 meses,2021-05-02 22:16:03.274871,2020-10-02 22:16:03.274871,,Buena música y buena atención,4 opiniones,"@6.2091396,-75.5849549",,,
342,Lucas Jose Pedraza, 5 estrellas ,hace 6 meses,2021-05-02 22:16:03.274871,2020-11-02 22:16:03.274871,,"Es bueno verlos despues de esta cuarentena! Ojala la música se mantenga asi : variada! Antes de cuarentena se había vuelto un lugar de solo Reguetón. Y una pequeña observación "" Long Island""....algo costoso eh!",Local Guide ・59 opiniones,"@6.2091396,-75.5849549",,,
343,Ricardo Yepes, 2 estrellas ,hace 3 meses,2021-05-02 22:16:03.274871,2021-02-02 22:16:03.274871,,Carísimo para no ofrecer nada atractivo ni novedoso,11 opiniones,"@6.2091396,-75.5849549",,,
344,jonathan andres betancur gallego, 4 estrellas ,hace 6 meses,2021-05-02 22:16:03.274871,2020-11-02 22:16:03.274871,,"El lugar es chévere, pero han bajado el nivel de la música.",Local Guide ・29 opiniones,"@6.2091396,-75.5849549",,,
345,Ruben Atacho, 5 estrellas ,hace 7 meses,2021-05-02 22:16:03.274871,2020-10-02 22:16:03.274871,,"Tienen una atención excelente, los cócteles son super ricos, todo muy organizado y los precios están accesibles para cualquier persona que quiera divertirse!",Local Guide ・18 opiniones,"@6.2091396,-75.5849549",,,
346,Julio César Rojas Méndez, 4 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"Un lugar agradable, con buena atención, está a media cuadra del parque Lleras, te puedes tomar una bebida con un amigo o varios, especial para charlar y observar hacia la calle, No me agradó que los meseros están muy pendientes de quitarte las bebidas de la mesa así no hallas terminado, me parece una grosería que no dejen disfruta el momento y dan la sensación que debes terminar rápido y si no vas a consumir más obligarte a ir.",Local Guide ・169 opiniones,"@6.2091396,-75.5849549",,,
347,25ybur, 1 estrella ,hace un mes,2021-05-02 22:16:03.274871,2021-04-02 22:16:03.274871,,Mala atención,Local Guide ・34 opiniones,"@6.2091396,-75.5849549",,,
348,Felipe Novoa, 5 estrellas ,hace 11 meses,2021-05-02 22:16:03.274871,2020-06-02 22:16:03.274871,,"Un lugar sencillo pero bastante agradable, la atención fue muy buena",Local Guide ・247 opiniones,"@6.2091396,-75.5849549",,,
349,Juan Camilo Rojas Betancur, 4 estrellas ,hace 5 meses,2021-05-02 22:16:03.274871,2020-12-02 22:16:03.274871,,La atención era mejor cuando había más personal femenino,Local Guide ・85 opiniones,"@6.2091396,-75.5849549",,,
350,Cesar Montes, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Buena musica. Agradable para hablar y buena atencion de los empleados,5 opiniones,"@6.2091396,-75.5849549",,,
351,Bayron JS, 4 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Es un bar casual en donde se podría iniciar la noche con algunos cocteles (Son muy buenos) y la atención es muy buena también.,15 opiniones,"@6.2091396,-75.5849549",,,
352,Daniel Mayorga, 4 estrellas ,hace 4 meses,2021-05-02 22:16:03.274871,2021-01-02 22:16:03.274871,,Es parchado el lugar!,Local Guide ・23 opiniones,"@6.2091396,-75.5849549",,,
353,RODFOR SEBASTIAN, 3 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,En mi experiencia la atencion que nos brindaron los meseros estuvo buena.  Las bebidas agradables el precio absequible pero..... la verdad muy cortos de musica . Se supone que es de darle gusto al cliente y uno pedia canciones y no las tenian. No tienen mucha musica actualizada. De resto todo muy agradable!,Local Guide ・11 opiniones,"@6.2091396,-75.5849549",,,
354,Lucy Hurtado, 4 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"Un buen lugar, para ir en la noche con tus amigos o pareja a pasar un buen rato beber algo fuerte o ligero. Podría decirse que está al aire libre y tienen un buen servicios aunque la han embarrado en varias ocasiones.",Local Guide ・357 opiniones,"@6.2091396,-75.5849549",,,
355,David Carrillo Urrego, 4 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"El espacio es bueno, la atención es chévere, hay buena variedad de bebidas, precios promedio. La música que suena está entre rancheras, vallenato, parrandera y algo de pop. Recomiendo llevar abrigo porque el espacio es abierto y la temperatura baja en la noche.",Local Guide ・20 opiniones,"@6.2091396,-75.5849549",,,
356,Didier personaltrainer, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"Es un lugar muy agradable, majo es la mejor atendiendo, súper recomendado",Local Guide ・166 opiniones,"@6.2091396,-75.5849549",,,
357,Michael Sarrazola, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"Nada mejor que una copita de lo que quieras en este lugar. En serio que vas a tener un ambiente tan agradable que el tiempo va a pasar sin que lo notes... A eso, sumale buena música y tienes el paquete completo",7 opiniones,"@6.2091396,-75.5849549",,,
358,Harry Nicolaysen, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"Excelente servicio, precios tambien muy buenos y en definitiva un lugar muy agradable",Local Guide ・40 opiniones,"@6.2091396,-75.5849549",,,
359,Camilo Salas, 3 estrellas ,2 años atrás,2021-05-02 22:16:03.274871,2019-05-02 22:16:03.274871,,"Un lugar bien ubicado, al aire libre con buena música. Los cócteles ofrecen buena variedad, y las cervezas no son tan costosas arrancando su precio en unos dos dólares aproximadamente. La atención puede mejorar mucho. Lindo lugar para hablar.",Local Guide ・44 opiniones,"@6.2091396,-75.5849549",,,
360,Luis Carlos Bejarano, 2 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"El sitio no está mal, lo que no me gusta fué la pésima atención del mesero que nos atendió y que cobrar por usar el baño.",Local Guide ・19 opiniones,"@6.2091396,-75.5849549",,,
361,Dalber artiles, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Muy buena atencion,Local Guide ・65 opiniones,"@6.2091396,-75.5849549",,,
362,Manu Bustamante, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Muy buen lugar para la diversidad y diversión,Local Guide ・18 opiniones,"@6.2091396,-75.5849549",,,
363,Ninoska Chacon, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Excelente lugar,Local Guide ・61 opiniones,"@6.2091396,-75.5849549",,,
364,Leona Ink, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Super. La atención genial,Local Guide ・57 opiniones,"@6.2091396,-75.5849549",,,
365,Carlos Seguro, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Excelente lugar para unos tragos y amigos,Local Guide ・80 opiniones,"@6.2091396,-75.5849549",,,
366,Ramirez Londoño CGSV, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"Muy buen lugar para conversar, ir con amigos y familiares, buenos precios y un excelente sercicio",Local Guide ・394 opiniones,"@6.2091396,-75.5849549",,,
367,Loiix Yepez, 3 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"Excelente sitio para tomar algo, buen servicio y precios razonables.",Local Guide ・42 opiniones,"@6.2091396,-75.5849549",,,
368,Alexander Betancur, 1 estrella ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"Para aquellos que son del otro equipo, pero para mi gusto no es de mi agrado",Local Guide ・44 opiniones,"@6.2091396,-75.5849549",,,
369,Diomedes Igua, 4 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Buena musica...buenas cervezas....,Local Guide ・54 opiniones,"@6.2091396,-75.5849549",,,
370,Christian C. Arias Vergara, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Buen sitio y LGBT friendly!!,Local Guide ・34 opiniones,"@6.2091396,-75.5849549",,,
371,david castaño, 4 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"El sitio pre party de la comunidad LGBTI antes de partir a la disco, es un excelente punto de encuentro",Local Guide ・162 opiniones,"@6.2091396,-75.5849549",,,
372,Jorge Enrique Guzman Rodriguez, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Un lugar muy ameno,Local Guide ・45 opiniones,"@6.2091396,-75.5849549",,,
373,jose avila, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Muy buen lugar donde pasar un tiempo agradable,9 opiniones,"@6.2091396,-75.5849549",,,
374,Jefferson Sneider Quiroz Fabra, 5 estrellas ,hace 4 meses,2021-05-02 22:16:03.274871,2021-01-02 22:16:03.274871,,Buenos cócteles y atención,Local Guide ・44 opiniones,"@6.2091396,-75.5849549",,,
375,Erika Castaño, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"Es un bar de ambiente aunque también es abierto para heterosexuales. Sirven excelentes cócteles, buena selección de música. Esta ubicado en el parque lleras",Local Guide ・56 opiniones,"@6.2091396,-75.5849549",,,
376,Anderson Suarez - Social Network, 5 estrellas ,2 años atrás,2021-05-02 22:16:03.274871,2019-05-02 22:16:03.274871,,"Super recomendado, excelente música, comida y una hermosa vista",Local Guide ・53 opiniones,"@6.2091396,-75.5849549",,,
377,Ignacio Andrés Vargas Sarabia, 1 estrella ,2 años atrás,2021-05-02 22:16:03.274871,2019-05-02 22:16:03.274871,,"Antes de pagar los meseros traen una pre-cuenta, con un estilo diferente (hasta muy informal a mí parecer) debido a que te imprimen utilizando su sistema un listado de la cantidad de bebidas consumidas con su descripción sin ningún precio…",Local Guide ・57 opiniones,"@6.2091396,-75.5849549",,,
378,Julian Grajales, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Siembre chido!!,Local Guide ・19 opiniones,"@6.2091396,-75.5849549",,,
379,Juan Camilo Herrera Diaz, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,"El mejor ambiente al que he ido, las personas super agradables.",Local Guide ・19 opiniones,"@6.2091396,-75.5849549",,,
380,Rosa Andrea Rodriguez Gamarra, 4 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Muy buen servicio,Local Guide ・63 opiniones,"@6.2091396,-75.5849549",,,
381,El Ortiz, 1 estrella ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Que hptas tan careros,1 opinión,"@6.2091396,-75.5849549",,,
382,Juan Pablo Alvarez Torres, 3 estrellas ,2 años atrás,2021-05-02 22:16:03.274871,2019-05-02 22:16:03.274871,,"Buen servicio y atención, muy pocas mesas y en los cócteles el nivel de alcohol es muy bajo para su precio tan alto.",8 opiniones,"@6.2091396,-75.5849549",,,
383,Alfredo Murillo, 4 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Muy sordero,Local Guide ・250 opiniones,"@6.2091396,-75.5849549",,,
384,STEVEN MONROY VELÁSQUEZ, 5 estrellas ,2 años atrás,2021-05-02 22:16:03.274871,2019-05-02 22:16:03.274871,,"Siempre ha sido un buen lugar para relajarse y prepararse para la noche. Buena atención, música y en general ambiente propicio para una buena conversación.",Local Guide ・8 opiniones,"@6.2091396,-75.5849549",,,
385,Luis Miguel Rodroguez, 5 estrellas ,2 años atrás,2021-05-02 22:16:03.274871,2019-05-02 22:16:03.274871,,Muy buen servicio. Excelente lugar para reunir con amigos ademas de ser un lugar de tematica gay mas top de la ciudad.,Local Guide ・77 opiniones,"@6.2091396,-75.5849549",,,
386,wrdely Pérez Arrboleda, 5 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Rico lugar ... 🥂,11 opiniones,"@6.2091396,-75.5849549",,,
387,Laura Uribe Cano, 3 estrellas ,2 años atrás,2021-05-02 22:16:03.274871,2019-05-02 22:16:03.274871,,Los cócteles y shots son muy ricos pero es un lugar donde no tienes privacidad porque todo el que pasa por la calle puede verte. Deberían conseguir un lugar más privado.,Local Guide ・26 opiniones,"@6.2091396,-75.5849549",,,
388,mario rivillas, 4 estrellas ,un año atrás,2021-05-02 22:16:03.274871,2020-05-02 22:16:03.274871,,Un lugar agradable para tomar una cerveza y hablar,5 opiniones,"@6.2091396,-75.5849549",,,
389,Laura Bernal, 4 estrellas ,2 años atrás,2021-05-02 22:16:03.274871,2019-05-02 22:16:03.274871,,pasamos un rato muy agradable muchas gracias,,"@6.2091396,-75.5849549",,,
390,Leidy dayana Reyes, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Un lugar súper agradable con ambiente vintage, con unas empanadas deliciosas, una muy buena atención. Precios cómodos y ambiente cultural y bohemio.",Local Guide ・89 opiniones,"@6.2353438,-75.5798333",,,
391,Leonardo Perez Hurtado, 3 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Lugar infaltable de la ciudad de Medellín. Con sus show de tango o sus noche de baladas, el Salón Málaga es uno de esos lugares a los que hay que ir cuando estés en la ciudad. Por ahora solo pude verlo de cerca y estar muy poco tiempo -realmente llegue por accidente para iniciar un recorrido fotográfico- sin embargo, deseo ir a experimentar su espacio y su gente. Por ahora les dejo este pequeño registro.",Local Guide ・165 opiniones,"@6.2353438,-75.5798333",,,
392,Beatriz Elena Balcazar Agudelo, 4 estrellas ,3 semanas atrás,2021-05-02 22:16:53.167743,2021-04-11 22:16:53.167743,,"Qué agradable lugar para escuchar música mirar vídeos de antaño y compartir con los amigos de siempre.
Una excelente atención .",12 opiniones,"@6.2353438,-75.5798333",,,
393,Ruben Becerra, 5 estrellas ,3 semanas atrás,2021-05-02 22:16:53.167743,2021-04-11 22:16:53.167743,,Hermoso lugar del recuerdo para compartir en familia y con buenos amigos que disfruten de bella villa antigua y sus residentes y visitantes en el tiempo...🤗,Local Guide ・19 opiniones,"@6.2353438,-75.5798333",,,
394,Liliana Tabares, 5 estrellas ,una semana atrás,2021-05-02 22:16:53.167743,2021-04-25 22:16:53.167743,,"Lugar de tradición tanguera en Medellín, te atienden como si fueras de la casa y sus precios son asequibles a todos. Me encanta",11 opiniones,"@6.2353438,-75.5798333",,,
395,Patricia Franco Olmos, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Un sitio icónico en Medellín, sus fotos y todo su entorno hacen que uno se transporte a otra época",Local Guide ・16 opiniones,"@6.2353438,-75.5798333",,,
396,Danilo Arias, 4 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Un lugar con mucha historia, muy agradable, aunque pueden mejorar en la actitud de la atención al público",Local Guide ・48 opiniones,"@6.2353438,-75.5798333",,,
397,Carlos Evelio Cano Vásquez, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"La tradición y el gusto por la música...la atención y una sabrosa sensación de estar en el lugar apropiado, hacen del Málaga el mejor lugar para refrescarse con una cerveza! Ah y si te toca el concierto en vivo, qué más quieres?",Local Guide ・46 opiniones,"@6.2353438,-75.5798333",,,
398,Andres Felipe Piedrahita Bermudez, 4 estrellas ,3 semanas atrás,2021-05-02 22:16:53.167743,2021-04-11 22:16:53.167743,,"Un sitio que se debe visitar al pasar por Medellín, un tinto, una cerveza y buena música.",9 opiniones,"@6.2353438,-75.5798333",,,
399,Denny Ospina, 5 estrellas ,hace 3 meses,2021-05-02 22:16:53.167743,2021-02-02 22:16:53.167743,,"Tranquilidad y libertad para hablar,buena musica y suave volumen",38 opiniones,"@6.2353438,-75.5798333",,,
400,MATEO SALAZAR, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Cultura tanguera en Medellín. Música en vivo con excelente ambiente para evocar la pasión desde la música desde la Milonga y el tango...
Excelente compañía siempre",Local Guide ・54 opiniones,"@6.2353438,-75.5798333",,,
401,EDUARDO CORREA, 5 estrellas ,2 semanas atrás,2021-05-02 22:16:53.167743,2021-04-18 22:16:53.167743,,Salón pará tomar un buen café y escuchar música de recuerdo muy amañador.,Local Guide ・24 opiniones,"@6.2353438,-75.5798333",,,
402,yacanos, 3 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,Siendo un lugar tan icónico de la ciudad debería tener una agenda cultural más atractiva.,Local Guide ・47 opiniones,"@6.2353438,-75.5798333",,,
403,jeyni olarte, 1 estrella ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Soy de Bogotá mi padre es discapacitado  y entre a este sitio salón málaga pidiendo el favor de que me prestaran el baño para mi padre pues esta en muletas, y la respuesta fue NO, que mal que en una. Ciudad como medellin donde la gente es…",1 opinión,"@6.2353438,-75.5798333",,,
404,Juan Muñoz, 5 estrellas ,3 semanas atrás,2021-05-02 22:16:53.167743,2021-04-11 22:16:53.167743,,Excelente servicio y atención. Siendo uno de los lugares más icónicos y representativos de la ciudad.,1 opinión,"@6.2353438,-75.5798333",,,
405,Andres Molina, 5 estrellas ,4 semanas atrás,2021-05-02 22:16:53.167743,2021-04-04 22:16:53.167743,,Con don Gustavo Arteaga icono del tango en medellin en su famoso Salon Malaga!,Local Guide ・21 opiniones,"@6.2353438,-75.5798333",,,
406,Don Max, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,Un lugar mítico de medellin excelente lugar para tomar cerveza y escuchar música en vivo,Local Guide ・13 opiniones,"@6.2353438,-75.5798333",,,
407,Yamile Velásquez, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Excelente lugar, para recordar la historia de la ciudad y de nuestros antepasados!",10 opiniones,"@6.2353438,-75.5798333",,,
408,Eve Nowak, 4 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Muy lindo
Si sos Argentino y andas por Medellin es un lugar muy tangero y te recuerda a casa",19 opiniones,"@6.2353438,-75.5798333",,,
409,Jorge Andres Davila Acosta, 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Es un lugar agradable con muy buena música y atención, guarda parte de la historia del tango en Medellín, muy recomendado",Local Guide ・28 opiniones,"@6.2353438,-75.5798333",,,
410,Jorge. Jaramillo., 5 estrellas ,hace un mes,2021-05-02 22:16:53.167743,2021-04-02 22:16:53.167743,,"Lo maximo. Charlar con amigos, hablar de musica, escuchar musica vieja con un buen cafė caliente.",Local Guide ・51 opiniones,"@6.2353438,-75.5798333",,,
411,Felipe Alvarez, 5 estrellas ,hace 2 meses,2021-05-02 22:16:53.167743,2021-03-02 22:16:53.167743,,"Hermoso lugar lleno de recuerdos, un oasis en el centro de medellin",Local Guide ・138 opiniones,"@6.2353438,-75.5798333",,,
